mes,year,hora,activity,sex,fatal,species
11,1976,tarde,other,M,N,white shark
11,1976,unknown,other,u,U,unknown shark
11,1976,mañana,surfing,M,N,bull shark
11,1976,unknown,other,M,U,other shark
11,1976,unknown,fishing,u,N,white shark
10,1976,unknown,sailing,u,N,white shark
10,1976,tarde,surfing,M,N,white shark
10,1976,mañana,surfing,M,N,white shark
9,1976,unknown,other,u,N,unknown shark
9,1976,unknown,diving,M,N,other shark
9,1976,unknown,other,M,Y,unknown shark
9,1976,unknown,other,M,Y,unknown shark
9,1976,unknown,other,M,Y,unknown shark
9,1976,tarde,surfing,M,N,tiger shark
8,1976,unknown,surfing,M,N,unknown shark
8,1976,tarde,surfing,M,N,white shark
7,1976,mañana,fishing,M,N,unknown shark
7,1976,unknown,other,M,N,unknown shark
7,1976,unknown,diving,M,Y,unknown shark
7,1976,unknown,fishing,M,N,other shark
6,1976,unknown,diving,M,N,other shark
6,1976,unknown,other,M,N,other shark
6,1976,unknown,fishing,M,N,other shark
6,1976,unknown,sailing,F,N,other shark
5,1976,unknown,fishing,u,N,other shark
4,1976,unknown,other,u,U,unknown shark
3,1976,tarde,fishing,M,N,unknown shark
3,1976,unknown,fishing,u,N,other shark
3,1976,unknown,other,u,N,white shark
3,1976,unknown,other,u,N,white shark
2,1976,unknown,other,u,N,white shark
1,1976,unknown,fishing,u,N,other shark
1,1976,unknown,other,F,N,unknown shark
1,1976,mañana,fishing,u,N,white shark
1,1976,unknown,diving,M,N,other shark
1,1976,tarde,fishing,M,Y,other shark
0,1976,unknown,diving,M,Y,unknown shark
12,1975,unknown,other,u,N,other shark
12,1975,tarde,diving,M,N,white shark
12,1975,unknown,other,M,N,other shark
11,1975,unknown,fishing,M,N,other shark
11,1975,mañana,fishing,M,N,other shark
11,1975,unknown,other,M,N,unknown shark
11,1975,unknown,surfing,M,N,other shark
10,1975,mañana,surfing,M,U,other shark
10,1975,unknown,surfing,M,N,other shark
10,1975,unknown,surfing,u,U,other shark
9,1975,unknown,paddeling,M,N,other shark
8,1975,tarde,surfing,M,N,white shark
8,1975,tarde,other,M,N,other shark
8,1975,tarde,diving,M,N,white shark
8,1975,unknown,other,M,N,unknown shark
7,1975,unknown,other,F,Y,unknown shark
7,1975,tarde,diving,M,Y,white shark
7,1975,unknown,diving,M,N,unknown shark
7,1975,unknown,surfing,M,N,other shark
7,1975,tarde,surfing,M,N,white shark
7,1975,tarde,diving,M,N,white shark
7,1975,mañana,other,F,N,other shark
7,1975,unknown,fishing,M,N,other shark
7,1975,unknown,surfing,M,N,unknown shark
6,1975,tarde,other,M,N,other shark
6,1975,tarde,fishing,F,N,unknown shark
6,1975,unknown,other,M,N,unknown shark
6,1975,unknown,surfing,M,N,unknown shark
6,1975,unknown,other,M,N,unknown shark
5,1975,mañana,surfing,M,N,unknown shark
0,1975,unknown,other,F,N,unknown shark
4,1975,unknown,diving,M,U,unknown shark
4,1975,unknown,other,M,U,unknown shark
4,1975,tarde,fishing,M,N,white shark
3,1975,unknown,other,M,U,unknown shark
3,1975,unknown,other,F,N,unknown shark
3,1975,unknown,other,M,N,other shark
3,1975,unknown,diving,u,N,other shark
3,1975,unknown,other,M,N,other shark
3,1975,unknown,other,u,Y,unknown shark
2,1975,mañana,surfing,M,N,other shark
2,1975,unknown,other,u,N,other shark
2,1975,tarde,other,M,Y,white shark
2,1975,unknown,fishing,M,N,other shark
2,1975,unknown,other,M,N,unknown shark
2,1975,unknown,fishing,M,N,other shark
1,1975,unknown,surfing,M,Y,unknown shark
0,1975,unknown,fishing,M,N,other shark
0,1975,unknown,other,M,Y,unknown shark
12,1974,unknown,other,u,N,unknown shark
11,1974,tarde,fishing,M,N,unknown shark
9,1974,mañana,surfing,M,N,white shark
9,1974,tarde,diving,M,N,white shark
9,1974,tarde,other,F,N,other shark
9,1974,tarde,surfing,M,N,white shark
9,1974,tarde,surfing,M,N,white shark
9,1974,unknown,fishing,M,N,unknown shark
9,1974,mañana,surfing,M,N,white shark
8,1974,unknown,other,M,N,unknown shark
8,1974,unknown,other,M,Y,unknown shark
8,1974,unknown,other,M,N,unknown shark
8,1974,unknown,other,M,N,unknown shark
8,1974,tarde,other,M,Y,white shark
8,1974,unknown,surfing,M,N,white shark
7,1974,unknown,diving,M,N,white shark
7,1974,unknown,other,M,Y,other shark
7,1974,unknown,other,M,Y,other shark
6,1974,mañana,other,F,N,unknown shark
5,1974,mañana,surfing,M,N,white shark
4,1974,unknown,fishing,M,Y,unknown shark
4,1974,tarde,fishing,M,N,other shark
4,1974,tarde,fishing,M,N,unknown shark
4,1974,unknown,other,F,N,unknown shark
4,1974,tarde,surfing,M,N,other shark
3,1974,tarde,surfing,M,N,other shark
3,1974,unknown,fishing,u,N,white shark
2,1974,noche,other,M,N,unknown shark
2,1974,noche,other,M,N,unknown shark
2,1974,unknown,fishing,u,N,white shark
2,1974,unknown,fishing,u,N,white shark
1,1974,unknown,other,M,N,other shark
1,1974,unknown,diving,M,Y,white shark
1,1974,tarde,other,M,N,other shark
1,1974,unknown,other,M,Y,unknown shark
1,1974,unknown,other,M,Y,unknown shark
0,1974,unknown,fishing,M,N,other shark
0,1974,unknown,other,u,Y,unknown shark
12,1973,mañana,fishing,M,N,unknown shark
12,1973,tarde,other,M,Y,unknown shark
12,1973,unknown,other,M,Y,unknown shark
12,1973,unknown,other,M,N,unknown shark
12,1973,tarde,other,M,Y,unknown shark
11,1973,unknown,other,u,N,unknown shark
11,1973,tarde,surfing,M,N,unknown shark
11,1973,unknown,other,M,N,unknown shark
9,1973,unknown,fishing,M,Y,unknown shark
9,1973,tarde,diving,M,N,bull shark
9,1973,unknown,other,M,Y,unknown shark
9,1973,tarde,diving,M,Y,white shark
9,1973,unknown,other,M,N,tiger shark
8,1973,unknown,other,u,U,unknown shark
8,1973,unknown,surfing,M,N,other shark
8,1973,unknown,other,M,N,other shark
6,1973,unknown,other,M,N,unknown shark
4,1973,tarde,other,M,Y,unknown shark
3,1973,unknown,other,M,N,unknown shark
3,1973,mañana,fishing,M,Y,unknown shark
3,1973,mañana,fishing,M,N,other shark
2,1973,unknown,other,u,Y,unknown shark
1,1973,unknown,fishing,M,N,other shark
1,1973,unknown,surfing,M,N,other shark
0,1973,unknown,diving,M,N,tiger shark
0,1973,unknown,diving,M,N,reef shark
0,1973,mañana,surfing,M,N,unknown shark
12,1972,tarde,fishing,M,N,unknown shark
12,1972,tarde,other,M,N,other shark
12,1972,tarde,surfing,M,Y,unknown shark
12,1972,mañana,other,M,N,white shark
12,1972,unknown,other,M,N,unknown shark
12,1972,unknown,other,u,N,unknown shark
12,1972,unknown,fishing,u,Y,unknown shark
10,1972,unknown,fishing,M,N,unknown shark
10,1972,unknown,surfing,M,N,other shark
10,1972,unknown,diving,M,Y,white shark
10,1972,unknown,surfing,M,N,unknown shark
10,1972,unknown,other,M,N,unknown shark
9,1972,mañana,surfing,M,N,white shark
9,1972,unknown,other,F,U,other shark
8,1972,noche,surfing,M,N,unknown shark
8,1972,unknown,fishing,M,N,other shark
8,1972,unknown,diving,M,N,white shark
7,1972,unknown,diving,u,U,other shark
6,1972,unknown,other,M,Y,unknown shark
6,1972,unknown,other,M,Y,unknown shark
6,1972,mañana,surfing,M,N,other shark
5,1972,tarde,diving,M,N,white shark
5,1972,unknown,fishing,M,N,reef shark
4,1972,unknown,other,M,Y,tiger shark
4,1972,unknown,other,F,N,unknown shark
4,1972,tarde,other,M,Y,unknown shark
3,1972,unknown,fishing,M,N,unknown shark
3,1972,unknown,fishing,M,N,unknown shark
2,1972,mañana,surfing,M,N,other shark
2,1972,unknown,other,u,N,unknown shark
1,1972,unknown,other,M,Y,unknown shark
1,1972,noche,other,F,N,other shark
1,1972,tarde,fishing,M,N,white shark
0,1972,unknown,other,u,N,white shark
0,1972,unknown,diving,M,N,reef shark
12,1971,unknown,other,u,N,unknown shark
12,1971,tarde,other,F,N,white shark
12,1971,unknown,other,M,Y,unknown shark
11,1971,unknown,other,M,N,unknown shark
10,1971,unknown,other,u,N,unknown shark
10,1971,tarde,surfing,M,N,other shark
10,1971,noche,other,M,N,other shark
10,1971,tarde,diving,M,N,white shark
9,1971,unknown,surfing,u,N,unknown shark
9,1971,mañana,other,M,Y,white shark
9,1971,unknown,fishing,M,Y,unknown shark
8,1971,tarde,diving,M,N,other shark
7,1971,tarde,other,M,N,unknown shark
7,1971,unknown,diving,M,N,white shark
6,1971,tarde,surfing,M,N,white shark
6,1971,unknown,diving,M,N,other shark
4,1971,unknown,other,M,N,other shark
4,1971,mañana,other,M,Y,white shark
4,1971,mañana,surfing,M,Y,unknown shark
4,1971,unknown,other,M,Y,unknown shark
4,1971,unknown,other,M,Y,unknown shark
4,1971,unknown,other,u,Y,unknown shark
3,1971,mañana,surfing,M,N,white shark
1,1971,tarde,other,M,N,unknown shark
0,1971,unknown,surfing,M,N,white shark
0,1971,unknown,other,M,N,unknown shark
0,1971,unknown,other,M,N,unknown shark
12,1970,tarde,fishing,M,Y,unknown shark
12,1970,unknown,fishing,M,Y,unknown shark
12,1970,noche,fishing,M,N,other shark
12,1970,unknown,other,M,N,unknown shark
11,1970,unknown,other,M,N,unknown shark
10,1970,unknown,surfing,M,N,unknown shark
10,1970,unknown,surfing,M,N,unknown shark
9,1970,mañana,diving,M,N,other shark
9,1970,unknown,fishing,M,N,other shark
9,1970,mañana,other,M,N,unknown shark
9,1970,unknown,other,M,N,unknown shark
9,1970,unknown,other,M,N,other shark
9,1970,unknown,diving,M,N,unknown shark
8,1970,tarde,sailing,u,U,unknown shark
7,1970,unknown,other,M,N,other shark
6,1970,unknown,fishing,M,N,other shark
6,1970,tarde,diving,M,N,other shark
6,1970,tarde,other,M,Y,unknown shark
6,1970,tarde,other,M,Y,unknown shark
6,1970,unknown,surfing,u,Y,unknown shark
4,1970,tarde,other,M,Y,unknown shark
4,1970,unknown,diving,M,N,other shark
4,1970,unknown,other,M,U,other shark
3,1970,unknown,surfing,M,U,unknown shark
3,1970,tarde,other,M,N,unknown shark
2,1970,unknown,other,F,N,other shark
1,1970,unknown,other,M,N,unknown shark
1,1970,unknown,other,M,N,other shark
1,1970,unknown,other,M,N,other shark
1,1970,unknown,other,M,N,other shark
1,1970,unknown,other,M,Y,unknown shark
1,1970,unknown,other,M,N,unknown shark
1,1970,unknown,other,M,N,other shark
1,1970,unknown,diving,M,N,unknown shark
0,1970,unknown,diving,M,N,unknown shark
0,1970,unknown,fishing,M,N,other shark
0,1970,unknown,fishing,M,N,white shark
0,1970,unknown,fishing,M,U,white shark
0,1970,tarde,other,F,N,unknown shark
0,1970,unknown,other,F,N,unknown shark
0,1970,tarde,other,M,Y,unknown shark
0,1970,tarde,fishing,M,N,unknown shark
11,1969,tarde,other,M,N,unknown shark
11,1969,unknown,diving,M,N,other shark
11,1969,unknown,other,M,N,unknown shark
10,1969,mañana,diving,M,N,white shark
9,1969,mañana,diving,M,N,white shark
8,1969,tarde,other,M,N,unknown shark
8,1969,unknown,fishing,M,N,unknown shark
8,1969,mañana,surfing,M,N,unknown shark
8,1969,tarde,surfing,M,N,other shark
8,1969,unknown,other,M,N,unknown shark
7,1969,unknown,other,M,N,unknown shark
7,1969,tarde,other,M,N,other shark
7,1969,tarde,surfing,M,N,white shark
6,1969,unknown,other,M,U,unknown shark
6,1969,mañana,diving,M,N,unknown shark
6,1969,noche,other,M,N,unknown shark
5,1969,noche,surfing,M,N,other shark
5,1969,mañana,diving,M,N,other shark
5,1969,tarde,surfing,M,U,unknown shark
5,1969,unknown,other,u,N,unknown shark
4,1969,unknown,other,M,U,other shark
8,1969,unknown,fishing,M,N,other shark
3,1969,unknown,other,M,N,other shark
3,1969,tarde,surfing,M,N,white shark
2,1969,unknown,fishing,M,N,other shark
2,1969,unknown,diving,M,U,other shark
1,1969,mañana,diving,M,N,unknown shark
1,1969,unknown,other,M,N,other shark
0,1969,unknown,other,u,N,other shark
12,1968,unknown,diving,M,U,other shark
12,1968,mañana,other,M,N,other shark
12,1968,tarde,surfing,M,N,white shark
12,1968,unknown,other,M,N,white shark
12,1968,unknown,fishing,M,N,hammerhead shark
12,1968,unknown,other,M,U,other shark
11,1968,unknown,fishing,M,N,other shark
11,1968,unknown,other,u,U,unknown shark
11,1968,tarde,other,M,N,unknown shark
10,1968,noche,other,M,N,unknown shark
10,1968,unknown,fishing,M,N,bull shark
10,1968,unknown,sailing,u,N,unknown shark
9,1968,tarde,surfing,u,U,unknown shark
9,1968,mañana,fishing,M,Y,white shark
8,1968,tarde,other,u,N,hammerhead shark
8,1968,tarde,fishing,M,N,unknown shark
8,1968,unknown,other,M,N,unknown shark
8,1968,mañana,other,u,N,unknown shark
8,1968,mañana,fishing,M,N,other shark
7,1968,mañana,diving,M,N,white shark
7,1968,tarde,other,M,N,unknown shark
7,1968,tarde,fishing,M,N,other shark
7,1968,unknown,surfing,M,Y,unknown shark
7,1968,tarde,other,M,U,other shark
6,1968,unknown,fishing,M,N,reef shark
6,1968,mañana,other,M,N,unknown shark
6,1968,unknown,other,M,N,other shark
5,1968,unknown,other,u,U,unknown shark
5,1968,unknown,fishing,M,N,unknown shark
4,1968,tarde,other,M,U,unknown shark
4,1968,tarde,other,M,N,other shark
4,1968,unknown,diving,M,N,other shark
4,1968,unknown,other,M,Y,unknown shark
4,1968,mañana,other,M,N,other shark
3,1968,tarde,other,M,N,other shark
3,1968,tarde,surfing,M,N,unknown shark
3,1968,unknown,fishing,M,U,unknown shark
2,1968,tarde,surfing,M,N,unknown shark
2,1968,tarde,other,F,N,unknown shark
2,1968,unknown,other,F,N,other shark
2,1968,tarde,fishing,M,N,other shark
2,1968,unknown,other,u,N,unknown shark
2,1968,unknown,diving,u,N,unknown shark
1,1968,tarde,other,u,Y,unknown shark
0,1968,unknown,other,M,Y,unknown shark
0,1968,tarde,diving,u,U,other shark
0,1968,tarde,surfing,u,U,other shark
12,1967,tarde,surfing,M,N,other shark
12,1967,unknown,fishing,M,U,other shark
12,1967,mañana,other,M,N,unknown shark
12,1967,unknown,other,M,Y,unknown shark
12,1967,unknown,other,M,N,unknown shark
11,1967,unknown,diving,M,N,other shark
11,1967,unknown,other,M,N,other shark
11,1967,mañana,diving,M,N,unknown shark
11,1967,unknown,other,u,Y,unknown shark
11,1967,unknown,other,F,U,unknown shark
10,1967,unknown,other,u,Y,unknown shark
10,1967,tarde,fishing,M,N,other shark
10,1967,unknown,other,M,N,unknown shark
9,1967,unknown,sailing,M,U,unknown shark
9,1967,unknown,diving,M,U,other shark
9,1967,unknown,diving,u,U,unknown shark
9,1967,tarde,fishing,u,N,unknown shark
9,1967,unknown,fishing,M,Y,unknown shark
9,1967,unknown,fishing,M,Y,other shark
8,1967,tarde,other,M,N,other shark
8,1967,tarde,other,M,Y,unknown shark
8,1967,unknown,fishing,M,N,unknown shark
8,1967,mañana,diving,M,Y,white shark
8,1967,tarde,other,F,N,unknown shark
8,1967,unknown,other,M,N,unknown shark
8,1967,unknown,diving,M,U,unknown shark
8,1967,tarde,fishing,M,N,other shark
8,1967,tarde,other,M,N,other shark
8,1967,madrugada,other,M,N,other shark
7,1967,tarde,diving,M,N,unknown shark
7,1967,tarde,fishing,M,Y,unknown shark
7,1967,tarde,surfing,M,U,other shark
6,1967,tarde,fishing,M,N,other shark
6,1967,unknown,fishing,M,N,white shark
5,1967,mañana,other,M,N,other shark
5,1967,tarde,other,M,N,other shark
4,1967,unknown,fishing,M,N,unknown shark
3,1967,tarde,diving,M,N,unknown shark
3,1967,mañana,fishing,M,N,white shark
3,1967,tarde,fishing,M,N,other shark
3,1967,unknown,other,u,U,unknown shark
3,1967,noche,other,M,Y,white shark
3,1967,unknown,other,M,N,other shark
2,1967,tarde,other,M,Y,unknown shark
1,1967,unknown,fishing,u,N,white shark
1,1967,unknown,fishing,M,N,tiger shark
1,1967,unknown,other,M,N,unknown shark
1,1967,unknown,other,M,N,other shark
12,1966,unknown,fishing,M,N,other shark
12,1966,unknown,fishing,M,N,other shark
12,1966,unknown,fishing,M,N,other shark
12,1966,tarde,other,M,N,unknown shark
12,1966,unknown,fishing,M,N,other shark
11,1966,unknown,other,u,U,unknown shark
11,1966,unknown,other,F,Y,other shark
10,1966,mañana,other,F,Y,other shark
10,1966,mañana,other,F,Y,other shark
9,1966,tarde,diving,M,N,other shark
9,1966,unknown,fishing,M,N,unknown shark
9,1966,unknown,fishing,M,U,unknown shark
9,1966,tarde,fishing,M,U,unknown shark
9,1966,tarde,fishing,M,N,other shark
9,1966,unknown,fishing,M,N,other shark
0,1966,unknown,diving,M,U,unknown shark
8,1966,unknown,other,M,N,unknown shark
8,1966,unknown,other,M,U,unknown shark
8,1966,tarde,diving,F,N,unknown shark
8,1966,unknown,other,F,Y,other shark
8,1966,unknown,diving,F,Y,other shark
8,1966,unknown,other,M,Y,white shark
8,1966,tarde,diving,M,N,other shark
8,1966,unknown,other,M,N,other shark
8,1966,tarde,fishing,M,U,unknown shark
8,1966,tarde,other,M,N,spinner shark
7,1966,unknown,diving,M,N,tiger shark
7,1966,tarde,other,M,N,other shark
7,1966,tarde,fishing,M,N,unknown shark
7,1966,unknown,other,M,Y,unknown shark
7,1966,unknown,other,F,Y,unknown shark
7,1966,mañana,diving,M,U,unknown shark
7,1966,unknown,other,u,N,unknown shark
6,1966,tarde,other,M,N,other shark
6,1966,mañana,fishing,M,N,hammerhead shark
6,1966,tarde,other,M,N,other shark
6,1966,tarde,fishing,M,N,unknown shark
5,1966,unknown,other,M,Y,unknown shark
5,1966,madrugada,fishing,M,N,other shark
5,1966,unknown,other,M,Y,white shark
5,1966,tarde,diving,M,U,unknown shark
5,1966,unknown,other,M,Y,unknown shark
4,1966,tarde,other,M,N,unknown shark
4,1966,unknown,other,M,N,unknown shark
3,1966,unknown,fishing,u,N,white shark
3,1966,unknown,sailing,M,Y,unknown shark
2,1966,tarde,fishing,M,N,white shark
1,1966,tarde,other,M,N,other shark
1,1966,unknown,other,u,Y,unknown shark
1,1966,mañana,surfing,M,N,white shark
1,1966,unknown,fishing,M,N,other shark
1,1966,unknown,other,u,Y,unknown shark
1,1966,mañana,fishing,M,N,other shark
1,1966,unknown,other,M,N,other shark
1,1966,tarde,surfing,M,N,other shark
1,1966,tarde,surfing,F,Y,unknown shark
1,1966,tarde,other,M,N,hammerhead shark
0,1966,unknown,fishing,F,U,unknown shark
12,1965,unknown,fishing,M,N,other shark
12,1965,tarde,diving,M,N,reef shark
12,1965,mañana,fishing,u,N,other shark
11,1965,unknown,surfing,M,Y,other shark
11,1965,noche,surfing,M,N,unknown shark
11,1965,mañana,other,u,U,unknown shark
11,1965,tarde,surfing,M,N,other shark
10,1965,unknown,sailing,M,N,unknown shark
10,1965,unknown,other,M,N,other shark
10,1965,unknown,other,F,Y,other shark
10,1965,unknown,fishing,M,Y,other shark
10,1965,unknown,other,M,N,unknown shark
9,1965,unknown,fishing,M,N,other shark
9,1965,tarde,fishing,M,N,other shark
9,1965,tarde,other,M,N,other shark
8,1965,unknown,other,M,U,unknown shark
8,1965,tarde,other,M,N,unknown shark
7,1965,unknown,other,M,N,other shark
7,1965,tarde,other,M,Y,unknown shark
7,1965,unknown,other,u,N,unknown shark
6,1965,unknown,other,M,U,other shark
6,1965,unknown,diving,M,U,unknown shark
6,1965,tarde,other,M,N,unknown shark
6,1965,unknown,fishing,M,N,unknown shark
6,1965,mañana,fishing,M,Y,other shark
5,1965,tarde,other,M,Y,unknown shark
5,1965,unknown,other,M,Y,unknown shark
6,1965,unknown,fishing,M,N,unknown shark
0,1965,unknown,diving,M,N,unknown shark
0,1965,unknown,other,M,N,unknown shark
4,1965,tarde,other,M,N,bull shark
4,1965,tarde,surfing,M,U,unknown shark
4,1965,mañana,fishing,M,N,white shark
4,1965,tarde,fishing,M,N,tiger shark
4,1965,mañana,surfing,M,N,spinner shark
3,1965,mañana,other,M,U,unknown shark
3,1965,tarde,diving,M,N,other shark
2,1965,tarde,fishing,M,N,other shark
2,1965,tarde,diving,M,N,other shark
1,1965,unknown,sailing,M,U,unknown shark
1,1965,tarde,paddeling,M,N,white shark
1,1965,tarde,surfing,M,N,unknown shark
1,1965,unknown,other,M,N,other shark
1,1965,unknown,diving,M,Y,other shark
0,1965,unknown,other,M,N,unknown shark
0,1965,unknown,surfing,M,N,unknown shark
0,1965,unknown,other,M,N,other shark
6,1965,unknown,fishing,M,N,white shark
6,1965,unknown,fishing,M,N,other shark
0,1965,unknown,other,M,Y,unknown shark
0,1965,unknown,other,u,U,other shark
12,1964,tarde,other,M,N,other shark
12,1964,unknown,other,M,N,unknown shark
12,1964,mañana,fishing,u,N,other shark
12,1964,tarde,other,M,N,other shark
12,1964,unknown,fishing,M,Y,unknown shark
11,1964,tarde,diving,M,N,white shark
11,1964,tarde,other,M,Y,unknown shark
11,1964,unknown,other,M,N,white shark
11,1964,tarde,fishing,u,N,other shark
10,1964,unknown,surfing,M,N,unknown shark
10,1964,unknown,sailing,u,U,unknown shark
10,1964,mañana,surfing,M,N,other shark
9,1964,mañana,fishing,M,U,unknown shark
9,1964,tarde,other,M,Y,unknown shark
9,1964,tarde,other,M,N,other shark
8,1964,tarde,other,M,N,unknown shark
8,1964,tarde,other,M,N,other shark
8,1964,mañana,diving,M,U,unknown shark
8,1964,mañana,other,M,N,other shark
8,1964,tarde,fishing,M,N,hammerhead shark
8,1964,unknown,other,M,N,unknown shark
8,1964,unknown,diving,M,N,other shark
7,1964,mañana,other,M,N,other shark
7,1964,unknown,other,M,N,other shark
7,1964,unknown,other,u,U,unknown shark
7,1964,unknown,fishing,M,Y,unknown shark
7,1964,unknown,other,M,N,white shark
7,1964,unknown,fishing,M,Y,unknown shark
7,1964,unknown,sailing,u,N,unknown shark
6,1964,unknown,other,u,Y,unknown shark
6,1964,unknown,other,F,U,unknown shark
6,1964,unknown,fishing,u,N,other shark
6,1964,unknown,fishing,M,N,other shark
6,1964,unknown,fishing,M,N,unknown shark
6,1964,tarde,other,M,U,unknown shark
5,1964,unknown,fishing,M,N,other shark
5,1964,mañana,fishing,M,Y,tiger shark
0,1964,unknown,diving,M,Y,other shark
4,1964,unknown,fishing,M,Y,unknown shark
3,1964,unknown,surfing,M,N,other shark
3,1964,unknown,sailing,M,Y,unknown shark
3,1964,tarde,diving,M,N,other shark
3,1964,unknown,diving,M,N,other shark
2,1964,unknown,fishing,u,N,tiger shark
2,1964,unknown,diving,M,Y,unknown shark
2,1964,mañana,fishing,M,Y,unknown shark
2,1964,tarde,diving,M,N,unknown shark
2,1964,tarde,fishing,M,N,white shark
2,1964,mañana,surfing,M,N,white shark
2,1964,unknown,other,M,N,other shark
2,1964,mañana,other,M,Y,white shark
2,1964,mañana,other,M,U,unknown shark
2,1964,tarde,sailing,u,N,other shark
2,1964,unknown,other,M,N,hammerhead shark
2,1964,unknown,other,M,Y,unknown shark
1,1964,unknown,fishing,u,Y,unknown shark
1,1964,tarde,surfing,M,N,unknown shark
1,1964,mañana,fishing,M,N,unknown shark
1,1964,mañana,other,u,N,white shark
1,1964,unknown,diving,M,N,other shark
1,1964,tarde,surfing,M,N,white shark
1,1964,unknown,fishing,M,Y,tiger shark
1,1964,tarde,other,F,N,unknown shark
1,1964,unknown,other,u,U,unknown shark
1,1964,noche,diving,M,N,other shark
1,1964,mañana,diving,M,U,unknown shark
12,1963,tarde,fishing,F,N,other shark
12,1963,tarde,other,M,N,other shark
12,1963,unknown,sailing,M,N,other shark
12,1963,tarde,other,M,Y,unknown shark
12,1963,unknown,other,F,U,unknown shark
12,1963,tarde,other,M,N,other shark
12,1963,unknown,fishing,M,N,other shark
12,1963,tarde,fishing,M,N,white shark
12,1963,tarde,surfing,M,Y,other shark
12,1963,tarde,fishing,M,N,white shark
12,1963,unknown,fishing,M,Y,tiger shark
11,1963,tarde,fishing,M,N,other shark
11,1963,tarde,fishing,F,N,tiger shark
11,1963,mañana,fishing,F,N,tiger shark
11,1963,tarde,fishing,M,N,unknown shark
11,1963,unknown,fishing,M,N,unknown shark
11,1963,unknown,other,M,N,white shark
11,1963,mañana,other,M,N,other shark
11,1963,unknown,other,M,N,other shark
11,1963,madrugada,fishing,M,N,other shark
10,1963,tarde,surfing,M,N,other shark
10,1963,unknown,fishing,M,N,unknown shark
9,1963,mañana,diving,M,Y,white shark
9,1963,unknown,fishing,u,U,unknown shark
9,1963,tarde,fishing,M,Y,other shark
9,1963,mañana,surfing,M,N,other shark
9,1963,tarde,fishing,M,N,other shark
8,1963,unknown,other,M,Y,other shark
7,1963,mañana,fishing,M,N,tiger shark
7,1963,tarde,other,M,N,unknown shark
7,1963,unknown,fishing,M,N,other shark
7,1963,unknown,fishing,u,Y,unknown shark
7,1963,unknown,fishing,M,Y,unknown shark
6,1963,tarde,other,F,Y,white shark
6,1963,mañana,fishing,M,N,other shark
5,1963,unknown,other,M,U,unknown shark
5,1963,unknown,surfing,u,Y,unknown shark
4,1963,unknown,fishing,M,N,other shark
4,1963,tarde,other,M,Y,other shark
4,1963,tarde,other,M,N,unknown shark
4,1963,unknown,surfing,M,N,other shark
4,1963,tarde,surfing,M,N,other shark
4,1963,unknown,other,M,U,unknown shark
3,1963,unknown,other,M,Y,unknown shark
2,1963,mañana,other,M,N,unknown shark
2,1963,tarde,fishing,M,N,other shark
2,1963,mañana,fishing,M,N,white shark
2,1963,unknown,other,M,N,unknown shark
2,1963,unknown,surfing,M,U,unknown shark
1,1963,unknown,diving,M,N,unknown shark
1,1963,tarde,other,F,Y,bull shark
1,1963,tarde,other,M,U,unknown shark
1,1963,unknown,fishing,u,N,other shark
1,1963,tarde,fishing,u,N,other shark
1,1963,unknown,fishing,M,N,other shark
1,1963,tarde,diving,M,N,other shark
1,1963,tarde,fishing,M,N,other shark
1,1963,unknown,fishing,u,N,white shark
1,1963,unknown,other,u,N,other shark
0,1963,unknown,other,u,U,unknown shark
0,1963,unknown,fishing,M,Y,unknown shark
12,1962,mañana,diving,M,N,other shark
12,1962,tarde,fishing,M,Y,white shark
12,1962,unknown,fishing,u,N,other shark
11,1962,unknown,diving,M,N,other shark
11,1962,unknown,other,M,U,unknown shark
11,1962,tarde,surfing,M,N,white shark
11,1962,unknown,fishing,u,N,other shark
11,1962,mañana,other,M,N,unknown shark
10,1962,tarde,fishing,M,N,unknown shark
10,1962,mañana,other,M,Y,other shark
10,1962,unknown,other,M,N,unknown shark
10,1962,unknown,other,M,N,other shark
10,1962,unknown,surfing,F,U,unknown shark
10,1962,unknown,other,M,Y,unknown shark
9,1962,tarde,fishing,M,N,other shark
9,1962,tarde,other,M,N,unknown shark
9,1962,unknown,surfing,M,Y,unknown shark
9,1962,mañana,fishing,M,Y,white shark
8,1962,unknown,fishing,M,U,other shark
8,1962,unknown,other,M,N,unknown shark
8,1962,unknown,fishing,M,N,other shark
8,1962,mañana,diving,M,N,other shark
8,1962,unknown,other,u,N,unknown shark
8,1962,tarde,fishing,u,N,other shark
8,1962,tarde,surfing,M,Y,other shark
8,1962,tarde,fishing,M,N,other shark
8,1962,tarde,fishing,M,Y,unknown shark
8,1962,unknown,diving,M,N,white shark
8,1962,unknown,other,M,N,other shark
7,1962,unknown,fishing,M,N,other shark
7,1962,mañana,other,M,N,other shark
7,1962,tarde,fishing,M,N,other shark
7,1962,tarde,surfing,M,N,unknown shark
7,1962,tarde,diving,M,N,unknown shark
7,1962,unknown,other,u,U,other shark
6,1962,unknown,other,M,U,unknown shark
6,1962,noche,other,u,N,other shark
6,1962,mañana,other,M,N,other shark
6,1962,unknown,other,M,N,unknown shark
6,1962,unknown,other,M,Y,unknown shark
6,1962,unknown,other,M,Y,unknown shark
6,1962,unknown,other,M,Y,other shark
6,1962,tarde,fishing,M,N,unknown shark
6,1962,mañana,fishing,u,N,unknown shark
6,1962,tarde,diving,M,N,other shark
