mes,year,hora,activity,sex,fatal,species
8,2000,unknown,other,M,U,unknown shark
8,2000,unknown,other,u,Y,other shark
7,2000,unknown,other,M,N,unknown shark
7,2000,unknown,diving,F,N,other shark
7,2000,unknown,surfing,M,N,unknown shark
7,2000,unknown,surfing,M,N,other shark
7,2000,unknown,surfing,M,N,unknown shark
7,2000,unknown,surfing,M,N,unknown shark
7,2000,unknown,surfing,M,N,unknown shark
7,2000,unknown,diving,M,N,reef shark
7,2000,tarde,other,M,N,unknown shark
7,2000,tarde,other,M,N,unknown shark
7,2000,unknown,other,M,N,other shark
7,2000,tarde,other,F,N,tiger shark
7,2000,tarde,other,F,N,unknown shark
7,2000,tarde,fishing,F,N,other shark
7,2000,tarde,other,F,N,other shark
7,2000,tarde,fishing,F,N,spinner shark
7,2000,unknown,other,u,Y,other shark
6,2000,unknown,other,M,Y,unknown shark
6,2000,unknown,fishing,M,N,other shark
6,2000,mañana,fishing,M,N,unknown shark
6,2000,tarde,sailing,u,N,bull shark
6,2000,tarde,surfing,M,N,other shark
6,2000,mañana,other,M,N,bull shark
6,2000,mañana,other,M,N,bull shark
6,2000,tarde,diving,M,N,unknown shark
6,2000,unknown,other,M,Y,other shark
5,2000,unknown,surfing,u,Y,tiger shark
5,2000,unknown,other,u,U,unknown shark
5,2000,unknown,fishing,M,N,unknown shark
5,2000,unknown,diving,M,Y,unknown shark
4,2000,mañana,fishing,M,N,unknown shark
4,2000,tarde,surfing,M,N,unknown shark
3,2000,unknown,fishing,M,N,unknown shark
3,2000,tarde,other,M,N,other shark
3,2000,mañana,surfing,F,N,other shark
3,2000,tarde,surfing,M,N,other shark
3,2000,mañana,fishing,M,Y,tiger shark
3,2000,noche,surfing,M,N,tiger shark
3,2000,unknown,sailing,u,N,other shark
3,2000,unknown,sailing,u,N,unknown shark
3,2000,unknown,sailing,M,U,other shark
3,2000,unknown,other,M,N,unknown shark
3,2000,tarde,fishing,M,N,other shark
2,2000,tarde,other,M,N,unknown shark
2,2000,tarde,surfing,M,N,white shark
2,2000,unknown,other,M,N,other shark
2,2000,unknown,surfing,M,N,unknown shark
2,2000,unknown,surfing,M,N,other shark
1,2000,unknown,surfing,M,Y,unknown shark
1,2000,unknown,diving,M,Y,unknown shark
0,2000,unknown,fishing,M,N,hammerhead shark
12,1999,unknown,surfing,M,N,other shark
12,1999,unknown,other,F,N,other shark
12,1999,unknown,other,F,N,other shark
12,1999,unknown,surfing,M,N,white shark
12,1999,unknown,diving,M,U,unknown shark
12,1999,mañana,fishing,M,N,unknown shark
12,1999,tarde,surfing,M,N,unknown shark
11,1999,tarde,surfing,M,N,unknown shark
11,1999,tarde,other,F,N,tiger shark
11,1999,unknown,surfing,M,N,white shark
11,1999,unknown,surfing,M,N,white shark
11,1999,mañana,surfing,M,N,other shark
11,1999,unknown,other,M,N,reef shark
11,1999,unknown,other,M,N,reef shark
10,1999,tarde,surfing,M,N,unknown shark
10,1999,tarde,surfing,M,N,unknown shark
10,1999,unknown,surfing,M,N,other shark
10,1999,tarde,surfing,M,N,tiger shark
9,1999,tarde,surfing,M,N,unknown shark
9,1999,unknown,fishing,u,N,white shark
9,1999,tarde,sailing,M,N,white shark
9,1999,unknown,other,F,N,other shark
9,1999,tarde,other,F,N,unknown shark
9,1999,unknown,surfing,M,N,other shark
9,1999,unknown,other,M,N,other shark
9,1999,noche,surfing,M,N,unknown shark
8,1999,tarde,surfing,M,N,other shark
8,1999,unknown,surfing,M,N,unknown shark
8,1999,mañana,fishing,M,N,other shark
8,1999,tarde,surfing,M,N,unknown shark
8,1999,tarde,other,M,N,other shark
8,1999,mañana,surfing,M,N,other shark
8,1999,tarde,fishing,M,N,bull shark
7,1999,tarde,surfing,M,N,white shark
7,1999,tarde,other,M,N,bull shark
7,1999,mañana,surfing,M,N,tiger shark
7,1999,mañana,surfing,M,Y,white shark
7,1999,unknown,other,M,N,unknown shark
7,1999,tarde,other,F,N,other shark
7,1999,mañana,surfing,M,N,white shark
6,1999,unknown,other,M,N,other shark
6,1999,mañana,surfing,M,N,other shark
6,1999,tarde,other,M,N,unknown shark
6,1999,tarde,other,M,N,spinner shark
5,1999,tarde,surfing,M,Y,white shark
5,1999,tarde,surfing,M,N,tiger shark
4,1999,mañana,other,F,N,reef shark
4,1999,mañana,other,M,Y,bull shark
4,1999,unknown,surfing,M,N,unknown shark
3,1999,unknown,diving,M,N,other shark
3,1999,unknown,other,M,N,unknown shark
3,1999,noche,other,F,Y,unknown shark
3,1999,mañana,fishing,M,N,other shark
3,1999,unknown,fishing,M,N,other shark
3,1999,unknown,surfing,M,N,unknown shark
3,1999,mañana,other,F,N,other shark
2,1999,unknown,other,u,N,other shark
2,1999,noche,surfing,M,N,tiger shark
2,1999,tarde,surfing,M,N,spinner shark
1,1999,unknown,fishing,M,N,bull shark
1,1999,unknown,paddeling,M,N,white shark
1,1999,unknown,sailing,u,N,unknown shark
1,1999,unknown,fishing,F,U,unknown shark
1,1999,unknown,fishing,u,Y,bull shark
0,1999,tarde,fishing,M,N,white shark
0,1999,unknown,surfing,M,U,unknown shark
12,1998,mañana,surfing,M,N,unknown shark
12,1998,tarde,fishing,F,N,unknown shark
12,1998,tarde,surfing,M,N,white shark
12,1998,unknown,other,M,N,unknown shark
12,1998,tarde,surfing,F,N,unknown shark
11,1998,tarde,other,M,Y,tiger shark
11,1998,mañana,surfing,M,N,other shark
11,1998,tarde,fishing,M,N,other shark
11,1998,unknown,surfing,M,N,white shark
11,1998,unknown,fishing,M,N,other shark
11,1998,tarde,surfing,M,Y,white shark
10,1998,tarde,other,F,N,unknown shark
10,1998,unknown,surfing,M,N,unknown shark
10,1998,unknown,surfing,M,N,unknown shark
10,1998,unknown,surfing,M,N,unknown shark
10,1998,unknown,diving,u,N,unknown shark
10,1998,tarde,other,M,N,unknown shark
9,1998,unknown,surfing,M,N,unknown shark
9,1998,tarde,surfing,M,N,unknown shark
9,1998,unknown,fishing,M,N,unknown shark
9,1998,unknown,surfing,M,N,other shark
9,1998,unknown,fishing,M,N,other shark
8,1998,noche,surfing,M,N,other shark
8,1998,unknown,fishing,u,U,unknown shark
8,1998,tarde,surfing,M,N,white shark
8,1998,unknown,fishing,M,N,other shark
8,1998,tarde,fishing,M,N,reef shark
8,1998,unknown,surfing,M,N,other shark
8,1998,unknown,other,M,N,tiger shark
8,1998,unknown,surfing,M,N,white shark
8,1998,tarde,fishing,M,N,white shark
7,1998,tarde,surfing,M,N,unknown shark
7,1998,unknown,surfing,M,N,unknown shark
7,1998,unknown,other,M,N,other shark
7,1998,mañana,surfing,M,N,other shark
7,1998,unknown,surfing,M,N,other shark
6,1998,tarde,diving,M,Y,white shark
6,1998,mañana,surfing,M,Y,white shark
6,1998,tarde,surfing,M,N,unknown shark
6,1998,unknown,surfing,M,N,unknown shark
5,1998,unknown,surfing,M,N,unknown shark
5,1998,unknown,surfing,M,N,white shark
5,1998,tarde,surfing,M,N,other shark
5,1998,mañana,surfing,M,N,other shark
5,1998,tarde,other,F,N,other shark
5,1998,tarde,surfing,M,N,unknown shark
5,1998,tarde,surfing,M,N,white shark
4,1998,tarde,other,F,Y,other shark
4,1998,mañana,surfing,M,N,white shark
4,1998,unknown,diving,M,N,other shark
4,1998,unknown,other,M,Y,unknown shark
4,1998,unknown,other,u,N,unknown shark
3,1998,tarde,other,M,N,unknown shark
3,1998,tarde,diving,M,N,white shark
3,1998,mañana,surfing,M,N,spinner shark
2,1998,mañana,other,M,N,spinner shark
1,1998,noche,fishing,M,U,unknown shark
1,1998,unknown,surfing,M,N,other shark
1,1998,tarde,other,M,Y,unknown shark
1,1998,unknown,surfing,M,N,unknown shark
1,1998,tarde,surfing,M,N,unknown shark
1,1998,tarde,surfing,M,N,other shark
0,1998,unknown,surfing,M,Y,unknown shark
0,1998,unknown,diving,u,Y,unknown shark
0,1998,unknown,fishing,M,N,tiger shark
12,1997,tarde,fishing,M,Y,white shark
12,1997,unknown,surfing,M,N,unknown shark
12,1997,unknown,other,F,U,unknown shark
12,1997,unknown,other,M,N,unknown shark
11,1997,mañana,diving,M,N,white shark
11,1997,mañana,other,M,N,unknown shark
11,1997,unknown,other,M,U,unknown shark
10,1997,unknown,surfing,M,N,white shark
10,1997,mañana,surfing,M,N,tiger shark
10,1997,tarde,surfing,M,N,other shark
10,1997,tarde,surfing,M,N,other shark
10,1997,unknown,fishing,u,N,other shark
10,1997,mañana,other,F,N,unknown shark
9,1997,unknown,other,M,Y,unknown shark
9,1997,tarde,surfing,M,N,unknown shark
9,1997,noche,surfing,u,N,other shark
9,1997,tarde,surfing,M,N,unknown shark
8,1997,tarde,surfing,M,N,unknown shark
8,1997,mañana,surfing,M,N,unknown shark
8,1997,tarde,surfing,M,N,white shark
8,1997,unknown,diving,M,U,unknown shark
8,1997,unknown,diving,M,Y,tiger shark
8,1997,tarde,other,F,N,unknown shark
8,1997,unknown,fishing,M,N,unknown shark
8,1997,unknown,fishing,M,Y,white shark
8,1997,mañana,surfing,M,N,unknown shark
8,1997,tarde,surfing,M,N,unknown shark
8,1997,unknown,other,F,N,other shark
8,1997,unknown,fishing,M,N,other shark
8,1997,tarde,surfing,M,N,other shark
8,1997,mañana,surfing,M,N,other shark
7,1997,tarde,surfing,M,N,unknown shark
7,1997,tarde,surfing,M,Y,white shark
7,1997,unknown,surfing,M,N,unknown shark
7,1997,unknown,fishing,M,N,other shark
7,1997,unknown,fishing,M,Y,white shark
7,1997,unknown,surfing,u,N,unknown shark
6,1997,noche,diving,M,N,other shark
6,1997,tarde,diving,F,N,tiger shark
6,1997,tarde,surfing,M,N,spinner shark
6,1997,unknown,other,M,U,unknown shark
6,1997,mañana,surfing,M,N,spinner shark
5,1997,mañana,fishing,M,N,other shark
5,1997,mañana,surfing,M,N,other shark
5,1997,mañana,surfing,M,N,other shark
5,1997,unknown,fishing,M,N,reef shark
5,1997,mañana,fishing,M,N,unknown shark
4,1997,unknown,surfing,M,N,white shark
2,1997,unknown,other,F,N,other shark
2,1997,unknown,diving,M,N,tiger shark
2,1997,unknown,other,M,U,unknown shark
2,1997,unknown,other,M,N,unknown shark
2,1997,unknown,sailing,F,N,unknown shark
1,1997,mañana,diving,M,N,other shark
1,1997,tarde,surfing,M,Y,tiger shark
1,1997,unknown,fishing,M,Y,bull shark
1,1997,unknown,other,u,N,white shark
12,1996,tarde,surfing,M,U,unknown shark
12,1996,tarde,surfing,M,N,white shark
12,1996,unknown,fishing,M,Y,unknown shark
12,1996,unknown,other,F,N,unknown shark
11,1996,mañana,surfing,M,N,white shark
11,1996,tarde,surfing,M,N,unknown shark
10,1996,unknown,surfing,u,N,unknown shark
10,1996,unknown,surfing,M,N,unknown shark
10,1996,unknown,diving,M,Y,unknown shark
10,1996,tarde,surfing,M,N,white shark
10,1996,mañana,surfing,M,N,other shark
10,1996,mañana,surfing,M,N,white shark
10,1996,unknown,other,u,N,unknown shark
9,1996,tarde,other,M,N,unknown shark
9,1996,mañana,diving,M,N,white shark
9,1996,tarde,surfing,M,N,other shark
9,1996,tarde,fishing,M,N,unknown shark
9,1996,tarde,surfing,M,N,unknown shark
9,1996,tarde,surfing,F,U,unknown shark
9,1996,mañana,fishing,M,N,white shark
8,1996,tarde,surfing,M,N,tiger shark
8,1996,mañana,diving,M,N,white shark
8,1996,tarde,fishing,M,N,hammerhead shark
7,1996,noche,fishing,F,N,unknown shark
7,1996,unknown,other,M,Y,white shark
7,1996,tarde,diving,M,N,white shark
7,1996,unknown,other,M,N,other shark
7,1996,tarde,other,M,N,unknown shark
7,1996,unknown,other,u,U,unknown shark
7,1996,tarde,other,M,N,unknown shark
7,1996,tarde,fishing,F,N,other shark
7,1996,unknown,diving,M,N,unknown shark
6,1996,tarde,surfing,F,N,unknown shark
6,1996,tarde,surfing,M,N,white shark
6,1996,unknown,surfing,M,N,unknown shark
5,1996,tarde,surfing,M,N,white shark
5,1996,unknown,diving,M,Y,unknown shark
5,1996,tarde,surfing,M,N,other shark
5,1996,mañana,diving,M,Y,unknown shark
5,1996,mañana,surfing,M,N,spinner shark
4,1996,unknown,other,M,U,unknown shark
4,1996,unknown,other,M,N,other shark
4,1996,unknown,other,F,N,other shark
4,1996,unknown,other,M,Y,unknown shark
3,1996,mañana,other,F,N,tiger shark
3,1996,unknown,fishing,M,N,other shark
2,1996,unknown,diving,M,N,other shark
2,1996,unknown,other,F,N,other shark
2,1996,unknown,other,M,Y,unknown shark
2,1996,unknown,other,u,N,unknown shark
2,1996,unknown,diving,u,Y,unknown shark
2,1996,unknown,other,u,Y,unknown shark
2,1996,tarde,other,M,N,reef shark
1,1996,unknown,other,M,N,other shark
1,1996,unknown,other,F,N,other shark
1,1996,tarde,diving,M,N,tiger shark
1,1996,unknown,other,u,U,unknown shark
1,1996,mañana,other,u,N,other shark
1,1996,tarde,surfing,M,Y,tiger shark
0,1996,unknown,other,M,Y,tiger shark
0,1996,unknown,surfing,M,N,tiger shark
12,1995,unknown,other,M,U,unknown shark
11,1995,unknown,diving,M,N,white shark
11,1995,unknown,other,M,U,unknown shark
11,1995,unknown,other,M,N,unknown shark
11,1995,unknown,other,M,N,unknown shark
10,1995,unknown,surfing,M,N,unknown shark
10,1995,unknown,surfing,M,N,unknown shark
10,1995,tarde,fishing,F,N,other shark
10,1995,mañana,surfing,M,N,other shark
9,1995,mañana,surfing,M,N,other shark
9,1995,unknown,surfing,M,N,unknown shark
9,1995,tarde,surfing,M,N,white shark
9,1995,unknown,surfing,M,N,other shark
9,1995,tarde,other,F,N,unknown shark
9,1995,unknown,surfing,M,Y,unknown shark
9,1995,unknown,diving,M,Y,bull shark
9,1995,tarde,diving,M,Y,white shark
9,1995,tarde,surfing,M,N,white shark
9,1995,unknown,other,M,U,unknown shark
8,1995,unknown,surfing,M,N,other shark
8,1995,unknown,other,M,N,unknown shark
8,1995,unknown,surfing,M,N,unknown shark
8,1995,tarde,surfing,M,N,other shark
8,1995,tarde,surfing,M,N,other shark
8,1995,unknown,other,M,N,other shark
8,1995,tarde,other,M,N,other shark
8,1995,noche,surfing,M,N,other shark
8,1995,unknown,diving,u,N,other shark
8,1995,tarde,fishing,M,N,other shark
8,1995,mañana,other,M,N,other shark
8,1995,unknown,other,M,U,unknown shark
8,1995,tarde,surfing,M,N,unknown shark
8,1995,unknown,surfing,F,N,other shark
8,1995,tarde,surfing,M,N,other shark
8,1995,unknown,fishing,M,U,unknown shark
8,1995,unknown,diving,M,U,unknown shark
7,1995,tarde,surfing,M,N,unknown shark
7,1995,tarde,surfing,M,N,unknown shark
7,1995,tarde,surfing,M,N,unknown shark
7,1995,tarde,fishing,M,N,unknown shark
7,1995,unknown,other,M,N,unknown shark
7,1995,unknown,other,F,N,unknown shark
7,1995,unknown,surfing,M,N,unknown shark
7,1995,unknown,surfing,M,Y,unknown shark
11,1984,tarde,surfing,M,N,unknown shark
7,1995,unknown,surfing,M,N,unknown shark
7,1995,unknown,fishing,F,N,other shark
7,1995,unknown,surfing,M,N,unknown shark
6,1995,tarde,diving,M,N,white shark
6,1995,unknown,sailing,F,N,white shark
6,1995,unknown,other,M,N,other shark
6,1995,unknown,surfing,M,N,unknown shark
6,1995,tarde,other,M,N,other shark
6,1995,tarde,other,F,N,other shark
6,1995,mañana,other,M,N,tiger shark
6,1995,unknown,other,F,Y,tiger shark
6,1995,tarde,other,M,Y,other shark
5,1995,unknown,diving,u,Y,unknown shark
5,1995,unknown,surfing,M,N,bull shark
5,1995,unknown,sailing,M,Y,other shark
5,1995,unknown,other,u,U,unknown shark
5,1995,unknown,diving,F,Y,other shark
4,1995,mañana,other,M,U,unknown shark
4,1995,tarde,other,M,N,unknown shark
4,1995,unknown,diving,M,N,other shark
4,1995,mañana,diving,M,Y,white shark
3,1995,unknown,surfing,F,N,unknown shark
3,1995,mañana,surfing,M,N,other shark
3,1995,tarde,other,u,Y,unknown shark
2,1995,tarde,other,M,N,other shark
2,1995,unknown,surfing,M,N,unknown shark
1,1995,tarde,other,M,Y,tiger shark
1,1995,unknown,surfing,M,N,other shark
0,1995,unknown,diving,M,U,unknown shark
0,1995,unknown,diving,M,N,other shark
0,1995,unknown,diving,M,U,unknown shark
0,1995,unknown,other,M,U,unknown shark
12,1994,tarde,surfing,M,N,white shark
12,1994,tarde,surfing,u,N,unknown shark
12,1994,unknown,surfing,M,N,unknown shark
12,1994,unknown,surfing,M,N,unknown shark
12,1994,unknown,other,u,U,unknown shark
12,1994,unknown,other,M,U,unknown shark
12,1994,mañana,diving,M,Y,white shark
12,1994,unknown,surfing,M,Y,unknown shark
11,1994,unknown,fishing,M,N,other shark
11,1994,mañana,surfing,F,N,other shark
11,1994,tarde,surfing,u,N,unknown shark
10,1994,unknown,surfing,u,N,unknown shark
10,1994,unknown,surfing,M,N,unknown shark
10,1994,tarde,other,F,N,other shark
10,1994,tarde,surfing,M,N,unknown shark
9,1994,unknown,other,F,N,unknown shark
9,1994,tarde,surfing,M,N,white shark
9,1994,unknown,other,M,Y,unknown shark
9,1994,mañana,other,F,N,other shark
8,1994,unknown,other,u,N,unknown shark
7,1994,unknown,surfing,M,N,unknown shark
7,1994,unknown,other,M,Y,unknown shark
7,1994,tarde,surfing,M,Y,bull shark
7,1994,tarde,surfing,M,Y,white shark
7,1994,tarde,surfing,M,N,white shark
7,1994,unknown,surfing,M,N,unknown shark
7,1994,tarde,surfing,M,N,other shark
6,1994,tarde,fishing,M,N,other shark
5,1994,mañana,surfing,M,N,unknown shark
5,1994,mañana,surfing,M,N,spinner shark
5,1994,unknown,fishing,M,N,other shark
5,1994,unknown,other,F,N,other shark
5,1994,tarde,other,M,N,unknown shark
5,1994,mañana,surfing,M,N,other shark
4,1994,unknown,other,F,U,unknown shark
4,1994,unknown,other,u,Y,bull shark
4,1994,mañana,other,M,N,other shark
4,1994,tarde,diving,M,N,unknown shark
4,1994,unknown,fishing,M,Y,white shark
3,1994,mañana,other,F,N,white shark
3,1994,mañana,other,M,N,white shark
3,1994,unknown,other,M,N,other shark
3,1994,unknown,surfing,M,N,other shark
2,1994,mañana,fishing,M,N,other shark
2,1994,tarde,surfing,M,N,other shark
2,1994,tarde,fishing,M,N,unknown shark
2,1994,tarde,surfing,M,N,white shark
2,1994,unknown,fishing,u,Y,unknown shark
1,1994,unknown,other,M,N,unknown shark
1,1994,unknown,surfing,M,Y,tiger shark
1,1994,tarde,surfing,M,N,unknown shark
1,1994,mañana,fishing,u,N,white shark
1,1994,unknown,surfing,M,N,other shark
1,1994,tarde,other,M,N,other shark
0,1994,unknown,other,F,N,tiger shark
0,1994,unknown,surfing,M,N,unknown shark
12,1993,unknown,surfing,M,Y,tiger shark
11,1993,unknown,other,M,N,unknown shark
11,1993,tarde,diving,M,Y,tiger shark
11,1993,mañana,surfing,M,N,unknown shark
11,1993,unknown,other,M,Y,unknown shark
10,1993,tarde,surfing,M,N,white shark
10,1993,mañana,other,F,N,bull shark
10,1993,tarde,sailing,F,N,white shark
10,1993,unknown,surfing,u,N,tiger shark
9,1993,unknown,other,M,Y,unknown shark
9,1993,mañana,fishing,M,N,white shark
9,1993,unknown,surfing,u,N,white shark
9,1993,unknown,surfing,M,Y,unknown shark
9,1993,unknown,other,M,N,other shark
9,1993,unknown,other,M,N,unknown shark
9,1993,mañana,other,M,N,other shark
8,1993,tarde,fishing,M,N,reef shark
8,1993,unknown,surfing,u,N,unknown shark
8,1993,mañana,surfing,M,N,unknown shark
8,1993,mañana,other,u,N,white shark
8,1993,mañana,other,F,N,bull shark
8,1993,unknown,fishing,u,N,white shark
8,1993,tarde,diving,M,N,white shark
8,1993,unknown,fishing,M,Y,unknown shark
8,1993,unknown,fishing,u,Y,white shark
7,1993,tarde,surfing,M,N,white shark
7,1993,tarde,other,F,N,other shark
6,1993,unknown,other,M,Y,unknown shark
6,1993,unknown,surfing,M,N,unknown shark
6,1993,mañana,other,M,Y,unknown shark
6,1993,noche,diving,F,Y,unknown shark
6,1993,mañana,surfing,M,N,tiger shark
6,1993,mañana,diving,M,Y,white shark
6,1993,mañana,diving,F,Y,white shark
6,1993,unknown,other,M,Y,unknown shark
6,1993,unknown,other,F,N,other shark
0,1993,unknown,other,F,Y,unknown shark
0,1993,unknown,other,F,Y,unknown shark
4,1993,unknown,fishing,M,U,unknown shark
3,1993,unknown,surfing,M,N,unknown shark
3,1993,tarde,other,M,N,unknown shark
3,1993,unknown,other,u,N,white shark
3,1993,tarde,surfing,M,N,tiger shark
3,1993,tarde,diving,M,N,white shark
3,1993,unknown,other,u,N,unknown shark
2,1993,madrugada,other,M,N,unknown shark
2,1993,tarde,other,M,N,other shark
0,1993,tarde,fishing,M,N,other shark
1,1993,unknown,surfing,M,N,unknown shark
1,1993,mañana,fishing,M,N,other shark
1,1993,unknown,other,M,N,white shark
1,1993,tarde,surfing,M,N,white shark
0,1993,unknown,surfing,M,N,white shark
11,1993,unknown,other,u,Y,unknown shark
0,1993,unknown,fishing,u,N,unknown shark
0,1993,unknown,diving,u,N,other shark
12,1992,unknown,fishing,M,N,tiger shark
12,1992,tarde,surfing,M,N,tiger shark
11,1992,tarde,diving,M,N,other shark
11,1992,mañana,surfing,M,N,other shark
11,1992,tarde,surfing,M,N,other shark
11,1992,tarde,sailing,M,N,white shark
11,1992,unknown,diving,M,N,hammerhead shark
11,1992,tarde,diving,M,N,other shark
11,1992,tarde,surfing,M,N,unknown shark
11,1992,mañana,surfing,M,Y,tiger shark
10,1992,mañana,diving,M,N,white shark
10,1992,mañana,surfing,M,N,tiger shark
10,1992,unknown,diving,M,N,other shark
10,1992,tarde,surfing,u,N,unknown shark
10,1992,tarde,surfing,M,Y,white shark
9,1992,tarde,surfing,M,N,unknown shark
9,1992,tarde,surfing,M,N,white shark
9,1992,tarde,fishing,F,N,unknown shark
9,1992,unknown,other,M,Y,unknown shark
9,1992,unknown,surfing,M,N,unknown shark
8,1992,unknown,diving,F,N,other shark
8,1992,tarde,surfing,M,N,white shark
8,1992,tarde,fishing,M,U,other shark
8,1992,tarde,surfing,M,N,white shark
8,1992,unknown,diving,M,N,other shark
8,1992,unknown,fishing,M,U,other shark
